Date,Open,High,Low,Close,Adj Close,Volume
2012-04-16,57.730000,58.700001,57.060001,57.450001,50.322586,32363600
2012-04-23,56.959999,60.959999,56.500000,60.169998,52.705143,39897500
2012-04-30,60.049999,61.419998,59.669998,60.099998,52.643826,39438900
2012-05-07,60.060001,60.650002,58.930000,59.639999,52.240894,26685100
2012-05-14,59.020000,59.439999,55.049999,55.400002,48.526928,33216100
2012-05-21,55.820000,57.240002,54.799999,55.810001,48.886051,24727400
2012-05-28,56.250000,56.779999,53.180000,53.430000,46.801327,23583500
2012-06-04,53.470001,56.369999,53.200001,55.860001,48.929848,26929400
2012-06-11,56.459999,56.610001,54.470001,56.279999,49.297752,33422400
2012-06-18,56.090000,57.869999,55.549999,56.790001,49.744465,25734600
2012-06-25,56.290001,58.209999,55.599998,58.209999,50.988304,20749500
2012-07-02,58.509998,59.730000,58.360001,58.630001,51.356201,13387900
2012-07-09,58.490002,59.689999,56.560001,57.930000,50.915489,25798700
2012-07-16,58.060001,59.220001,55.310001,55.810001,49.052197,34752100
2012-07-23,54.730000,58.779999,54.349998,58.529999,51.442837,30476900
2012-07-30,58.529999,59.070000,55.889999,57.610001,50.634239,25106300
2012-08-06,57.810001,58.380001,55.400002,55.849998,49.087345,26254800
2012-08-13,55.770000,57.669998,55.369999,57.590000,50.616657,18794200
2012-08-20,57.369999,57.599998,56.299999,57.490002,50.528774,22695300
2012-08-27,57.599998,58.439999,56.619999,58.299999,51.240685,17589700
2012-09-03,58.310001,58.860001,57.009998,57.730000,50.739712,22637200
2012-09-10,57.889999,59.299999,56.799999,59.270000,52.093239,27185100
2012-09-17,59.250000,59.369999,57.860001,57.860001,50.853962,25521800
2012-09-24,57.560001,58.270000,56.049999,56.860001,49.975052,27045000
2012-10-01,57.180000,58.730000,56.849998,58.560001,51.469208,22463100
2012-10-08,58.490002,59.000000,57.459999,57.889999,51.058918,19753300
2012-10-15,57.779999,59.400002,56.509998,56.860001,50.150463,33547200
2012-10-22,56.759998,57.099998,54.950001,55.750000,49.171448,28700200
2012-10-29,55.959999,57.430000,55.369999,56.709999,50.018169,18780400
2012-11-05,56.209999,57.480000,55.270000,55.830002,49.242004,25839800
2012-11-12,56.000000,56.099998,53.020000,54.299999,47.892540,25015100
2012-11-19,54.810001,56.549999,54.680000,56.509998,49.841755,16368700
2012-11-26,56.250000,56.340000,54.160000,55.900002,49.303738,32600600
2012-12-03,56.090000,56.660000,55.470001,56.610001,49.929970,22078000
2012-12-10,56.669998,58.349998,56.419998,56.650002,49.965252,23857600
2012-12-17,56.900002,58.220001,56.360001,57.650002,50.847248,36857700
2012-12-24,57.549999,57.939999,55.880001,56.669998,49.982880,14968300
2012-12-31,56.470001,59.660000,56.240002,59.610001,52.575958,20730200
2013-01-07,59.279999,61.970001,59.279999,61.240002,54.202225,31743700
2013-01-14,60.779999,61.389999,58.900002,59.779999,52.910004,30216300
2013-01-21,59.619999,59.900002,58.799999,59.500000,52.662178,23048500
2013-01-28,59.360001,60.119999,58.700001,59.910000,53.025055,28620700
2013-02-04,59.459999,62.340000,59.209999,61.799999,54.697853,36030000
2013-02-11,61.700001,62.759998,61.360001,61.689999,54.600502,20887300
2013-02-18,61.669998,62.580002,61.139999,62.570000,55.379360,19616200
2013-02-25,62.770000,63.000000,61.509998,62.369999,55.202354,29949800
2013-03-04,62.220001,64.940002,62.040001,64.699997,57.264587,28041200
2013-03-11,64.730003,66.430000,64.709999,66.089996,58.494846,28841100
2013-03-18,65.059998,66.349998,64.760002,66.220001,58.609913,21066200
2013-03-25,66.589996,67.480003,65.820000,67.459999,59.707405,18154200
2013-04-01,67.419998,67.760002,64.769997,65.300003,57.795639,22568400
2013-04-08,65.559998,65.930000,65.129997,65.680000,58.304359,27751800
2013-04-15,65.529999,67.250000,63.430000,67.239998,59.689167,39051900
2013-04-22,67.120003,69.050003,66.250000,67.750000,60.141903,24838500
2013-04-29,68.010002,71.089996,67.599998,70.230003,62.343418,21946200
2013-05-06,70.220001,70.580002,69.570000,70.080002,62.210251,19945700
2013-05-13,70.089996,73.379997,69.339996,73.320000,65.086418,25196900
2013-05-20,73.309998,77.010002,73.220001,75.269997,66.817413,36473600
2013-05-27,75.910004,77.389999,75.389999,75.709999,67.208015,25625700
2013-06-03,75.889999,78.120003,74.639999,78.040001,69.276367,30994500
2013-06-10,77.980003,78.610001,72.720001,72.970001,64.775734,31725000
2013-06-17,73.690002,75.470001,72.370003,73.309998,65.077545,30928700
2013-06-24,72.570000,75.430000,71.680000,74.760002,66.364693,28121200
2013-07-01,75.529999,76.459999,73.910004,76.309998,67.740639,17557300
2013-07-08,76.910004,78.449997,75.940002,78.330002,69.745880,24486800
2013-07-15,78.610001,78.629997,73.470001,74.059998,65.943832,43611000
2013-07-22,74.430000,76.070000,74.209999,75.339996,67.083549,23326600
2013-07-29,75.160004,76.099998,73.470001,75.690002,67.395218,25799100
2013-08-05,75.470001,77.269997,74.849998,75.500000,67.226028,15144200
2013-08-12,75.110001,76.440002,74.620003,75.169998,66.932190,16285500
2013-08-19,75.120003,75.209999,73.129997,73.650002,65.578758,14236300
